dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_Classical_Chinese-Kyoto	9776	433163		0.0225688713024889	0.031821739160547	9.68339553173364	0.180983598116388	0.138361140722775	0.272706731671603	0.143434753215337	1.58313724996761	1.24719371807879	0.154075479550217	0.13521853653118	0.272706731671603	0.143434753215337	1.3206768700113	1.14262428181642	VerbForm;Degree;unassigned;Case;VerbType;Polarity;Person;PronType;Mood;NounType;AdvType;Tense;Reflex;Aspect;NameType;NumType;Voice	VerbForm;Degree;unassigned;Case;Polarity;Person;PronType;Mood;Tense;Reflex;Aspect;NumType;Voice	VerbForm;unassigned;Case;Degree;VerbType;Polarity;Person;PronType;Mood;AdvType;Tense;NounType;Reflex;Aspect;NameType;NumType;Voice	VerbForm;unassigned;Case;Degree;Polarity;Person;PronType;Mood;Tense;Reflex;Aspect;NumType;Voice	VerbForm;Degree;Polarity;Case;NounType;VerbType;Mood;Voice;unassigned;AdvType;Tense;Aspect;NumType;Person;PronType;Reflex;NameType	VerbForm;Degree;Polarity;Case;Mood;Voice;unassigned;Tense;Aspect;NumType;Person;PronType;Reflex	16	12	0.509367143546425	0.378326403686372	4.025770186157795	433163	433163	171622	lite1248							0	12	16	0.378326403686372	0.509367143546425	62	14	9		
UD_Coptic-Scriptorium	9637	23313		0.413374512074808	0.41148715309055	11.3254385867528	0.252298431790642	0.252212642745904	1.11174074786992	1.10136647197478	3.58790987483282	3.19360373650961	0.0676108887880574	0.0675250997433184	0.892072081743277	0.894024033806496	1.9354803382181	1.88533721290062	VerbForm;Definite;Gender;Number;Number[psor];Person;Poss;PronType;Polarity;unassigned;Gender[psor];NumType;Reflex	VerbForm;Definite;Gender;Number;Person;Poss;PronType;Polarity;unassigned;NumType;Reflex	VerbForm;Definite;Gender;Number;Number[psor];Person;Poss;PronType;Polarity;unassigned;Gender[psor];NumType;Reflex	VerbForm;Definite;Gender;Number;Person;Poss;PronType;Polarity;unassigned;NumType;Reflex	VerbForm;Definite;Gender;Number;Number[psor];Person;Poss;PronType;Gender[psor];Polarity;Reflex;unassigned;NumType	VerbForm;Definite;Gender;Number;Person;Poss;PronType;Polarity;Reflex;unassigned;NumType	12	10	3.20533607858277	3.1164157337108	3.7510875187653663	70291	53463	28785	copt1239	0.631578947368421	0.2	0.5294117647058824	0.29411764705882354	0.27586206896551724	0.22000000000000003	0	10	12	3.1164157337108	3.20533607858277	31	71	5	5	2
UD_Croatian-SET	35128	174472		0.201338896785731	0.110934705855381	11.9676633141289	2.39482119343679	2.39482119343679	2.89571980291739	2.8941459879144	5.11629957323226	5.07596451823751	1.60036090309882	1.60036090309882	2.76720944210416	2.76661207118019	3.49504323405064	3.48977136081851	Case;Definite;Degree;Gender;Number;Poss;Animacy;PronType;Mood;Person;Tense;VerbForm;NumType;Voice;Polarity;unassigned;Reflex;Number[psor];Gender[psor]	Case;Definite;Degree;Gender;Number;Poss;Animacy;PronType;Mood;Person;Tense;VerbForm;NumType;Voice;Polarity;unassigned;Reflex	Case;Definite;Degree;Gender;Number;PronType;Mood;Person;Tense;VerbForm;NumType;Voice;Animacy;unassigned;Polarity;Poss;Reflex;Number[psor];Gender[psor]	Case;Definite;Degree;Gender;Number;PronType;Mood;Person;Tense;VerbForm;NumType;Voice;Animacy;unassigned;Polarity;Poss;Reflex	Case;Definite;Degree;Gender;Number;NumType;VerbForm;Voice;Animacy;Poss;PronType;Reflex;Number[psor];Person;Gender[psor];Mood;Tense;Polarity;unassigned	Case;Definite;Degree;Gender;Number;NumType;VerbForm;Voice;Animacy;Poss;PronType;Reflex;Person;Mood;Tense;Polarity;unassigned	18	16	3.04171442982255	3.03492250905589	4.399779464615894	174472	172596	157911	croa1245							0	16	18	3.03492250905589	3.04171442982255	100	109	118		
UD_Czech-CAC	62447	433098		0.144186766043713	0.0665715380814504	12.4235225396497	3.04186121719208	2.95216862308473	2.90900465413563	2.84889176224062	6.87756282469297	6.52596344414712	1.95626409422896	1.90840351519545	2.77317968573594	2.72532048126941	4.28646300212492	4.19645171910315	Polarity;VerbForm;Mood;Number;Person;Tense;Voice;Gender;Animacy;Case;PronType;Reflex;Variant;AdpType;Degree;Aspect;unassigned;PrepCase;Gender[psor];Number[psor];Poss;Style;NumForm;NumType;NameType;Hyph;ConjType	Polarity;VerbForm;Mood;Number;Person;Tense;Voice;Gender;Animacy;Case;PronType;Reflex;Degree;Aspect;unassigned;Poss;NumType	Polarity;VerbForm;Case;PronType;Reflex;Variant;Mood;Person;Animacy;Gender;Number;Tense;Voice;AdpType;Degree;Aspect;unassigned;PrepCase;Gender[psor];Number[psor];Poss;NumForm;NumType;NameType;Style;Hyph;ConjType	Polarity;VerbForm;Case;PronType;Reflex;Mood;Person;Animacy;Gender;Number;Tense;Voice;Degree;Aspect;unassigned;Poss;NumType	Polarity;VerbForm;Mood;Number;Person;Tense;Voice;Gender;Aspect;Animacy;Style;Case;PronType;Reflex;Variant;PrepCase;NameType;Degree;NumType;Gender[psor];Number[psor];Poss;AdpType;ConjType;Hyph;NumForm;unassigned	Polarity;VerbForm;Mood;Number;Person;Tense;Voice;Gender;Aspect;Animacy;Case;PronType;Reflex;Degree;NumType;Poss;unassigned	26	16	4.00368507820401	3.79542043602141	4.715734771525831	435969	429339	381228	czec1258	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.2941176470588235	0.4836065573770491	0.339622641509434	0	16	26	3.79542043602141	4.00368507820401	137	148	139	92.5	63.5
UD_Czech-CLTT	4082	29338		0.139136955484355	0.0716136069261708	9.73230427938992	2.36489698565518	2.28258775746299	2.94756956565888	2.89346193538431	5.79685704127729	5.56475350634508	1.6795045278682	1.63072722068802	2.84676709366667	2.79960852347947	3.84873948787808	3.78955601002222	Animacy;Case;Degree;Gender;Number;Polarity;PronType;Reflex;Variant;Mood;Person;Tense;VerbForm;Voice;AdpType;NumForm;NumType;unassigned;Aspect;Style;Gender[psor];Number[psor];Poss;PrepCase;Hyph	Animacy;Case;Degree;Gender;Number;Polarity;PronType;Reflex;Mood;Person;Tense;VerbForm;Voice;NumType;unassigned;Aspect;Poss	Animacy;Case;Degree;Gender;Number;Polarity;PronType;Reflex;Variant;Mood;Person;Tense;VerbForm;Voice;AdpType;NumForm;NumType;unassigned;Aspect;Gender[psor];Number[psor];Poss;PrepCase;Style;Hyph	Animacy;Case;Degree;Gender;Number;Polarity;PronType;Reflex;Mood;Person;Tense;VerbForm;Voice;NumType;unassigned;Aspect;Poss	Animacy;Case;Degree;Gender;Number;Polarity;Aspect;Tense;VerbForm;Voice;Variant;NumType;Style;Gender[psor];Poss;Hyph;PronType;Reflex;Person;PrepCase;Mood;AdpType;NumForm;unassigned;Number[psor]	Animacy;Case;Degree;Gender;Number;Polarity;Aspect;Tense;VerbForm;Voice;NumType;Poss;PronType;Reflex;Person;Mood;unassigned	24	16	3.9991819483264	3.80895084872861	4.32450599935106	29380	28994	26199	czec1258	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.2941176470588235	0.4836065573770491	0.339622641509434	0	16	24	3.80895084872861	3.9991819483264	90	130	121	92.5	63.5
UD_Czech-FicTree	27046	134571		0.200979408639306	0.102882493256348	11.4575676486374	3.27108685539216	3.14425341244715	2.4831193274711	2.47899425693263	6.74346467541992	6.39584605769442	1.80390908588427	1.73588410499335	2.40737823360671	2.41093221255309	3.8647390621198	3.76573573077015	unassigned;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Animacy;Gender;Aspect;Case;PronType;Style;Degree;Variant;PrepCase;Gender[psor];Poss;AdpType;Reflex;NumType;Number[psor];NumForm;NameType;Hyph;ConjType	unassigned;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Animacy;Gender;Aspect;Case;PronType;Degree;Poss;Reflex;NumType	unassigned;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Animacy;Case;Gender;PronType;Degree;Variant;Gender[psor];Poss;AdpType;Reflex;NumType;Number[psor];NumForm;PrepCase;Aspect;NameType;Style;Hyph;ConjType	unassigned;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Animacy;Case;Gender;PronType;Degree;Poss;Reflex;NumType;Aspect	ConjType;PronType;Degree;Polarity;NumType;Style;Mood;Number;Person;Tense;VerbForm;Voice;Gender;Animacy;Aspect;Case;Variant;Reflex;PrepCase;Poss;Number[psor];Gender[psor];Hyph;unassigned;AdpType;NumForm;NameType	unassigned;PronType;Degree;Polarity;NumType;Mood;Number;Person;Tense;VerbForm;Voice;Gender;Animacy;Aspect;Case;Reflex;Poss	26	16	3.94873338237808	3.7401074525715	4.749894798844805	135970	135130	114216	czec1258	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.2941176470588235	0.4836065573770491	0.339622641509434	0	16	26	3.7401074525715	3.94873338237808	139	145	129	92.5	63.5
UD_Czech-PDT	124951	1274392		0.0980475395325771	0.0447813545596645	12.9404022187538	3.17031103856344	3.08872281783184	2.96833698315746	2.85593003068274	7.11278964071326	6.71989031457384	2.00366945055192	1.95831610397748	2.7946174406759	2.7184082696598	4.2647809908103	4.15451338352518	AdpType;Case;Animacy;Degree;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;Style;Variant;unassigned;NumForm;NumType;PronType;Reflex;Number[psor];Poss;Gender[psor];PrepCase;NameType;ConjType;Hyph	Case;Animacy;Degree;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;unassigned;NumType;PronType;Reflex;Poss	AdpType;Case;Animacy;Degree;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;Variant;unassigned;NumForm;NumType;PronType;Reflex;Number[psor];Poss;Gender[psor];PrepCase;NameType;Style;ConjType;Hyph	Case;Animacy;Degree;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;unassigned;NumType;PronType;Reflex;Poss	AdpType;Case;Style;Animacy;Degree;Gender;Number;Polarity;Aspect;Variant;VerbForm;Voice;Tense;NumType;Gender[psor];Poss;Hyph;NameType;Mood;Person;ConjType;NumForm;PronType;Number[psor];Reflex;PrepCase;unassigned	Case;Animacy;Degree;Gender;Number;Polarity;Aspect;VerbForm;Voice;Tense;NumType;Poss;Mood;Person;unassigned;PronType;Reflex	26	16	4.07565411584505	3.81886735007753	4.797205575207744	1302303	1247721	1112660	czec1258	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.2941176470588235	0.4836065573770491	0.339622641509434	0	16	26	3.81886735007753	4.07565411584505	141	150	144	92.5	63.5
UD_Czech-PUD	7562	15941		0.474374255065554	0.335361646069883	11.3532426335645	2.09158577186778	2.01193503408187	2.96820238310501	2.81147386469296	7.47352867677636	6.97746782842458	1.12369171321005	1.077104906736	2.7170595726593	2.61463767157842	4.36704451598256	4.2166159300735	Animacy;Case;Gender;Number;Polarity;NumType;PronType;Mood;Person;Tense;VerbForm;Voice;Reflex;Variant;Aspect;unassigned;Degree;AdpType;Gender[psor];NameType;Poss;Style;Number[psor];NumForm;PrepCase;Hyph	Animacy;Case;Gender;Number;Polarity;NumType;PronType;Mood;Person;Tense;VerbForm;Voice;Reflex;Aspect;unassigned;Degree;Poss	Animacy;Case;Gender;Number;Polarity;NumType;PronType;Mood;Person;Tense;VerbForm;Voice;Reflex;Variant;Aspect;unassigned;Degree;AdpType;Gender[psor];NameType;Poss;Style;Number[psor];NumForm;PrepCase;Hyph	Animacy;Case;Gender;Number;Polarity;NumType;PronType;Mood;Person;Tense;VerbForm;Voice;Reflex;Aspect;unassigned;Degree;Poss	Animacy;Case;Gender;Number;Polarity;VerbForm;Style;Aspect;Tense;Voice;NumType;PronType;Poss;Reflex;Number[psor];Person;Variant;Gender[psor];Degree;Mood;PrepCase;NameType;Hyph;AdpType;unassigned;NumForm	Animacy;Case;Gender;Number;Polarity;VerbForm;Aspect;Tense;Voice;NumType;PronType;Poss;Reflex;Person;Degree;Mood;unassigned	25	16	4.06455053007967	3.78953641553228	4.815138090343097	16031	15683	14119	czec1258	0.4761904761904761	0.4666666666666666	0.6470588235294118	0.2941176470588235	0.4836065573770491	0.339622641509434	0	16	25	3.78953641553228	4.06455053007967	142	151	78	92.5	63.5
UD_Danish-DDT	17583	86454		0.203379832049414	0.155608763041617	10.6075211239432	1.24868149351916	1.23638095092208	1.06939995796364	1.06563811587548	3.31446417248597	3.13402840549891	0.655262375825946	0.643843683028505	1.01210876255073	1.00898155914046	1.9425176077691	1.86767721738373	unassigned;Mood;Tense;VerbForm;Voice;Definite;Number;Gender;AdpType;PronType;Case;NumType;Person;PartType;Degree;Reflex;Number[psor];Poss;Polite;Style	unassigned;Mood;Tense;VerbForm;Voice;Definite;Number;Gender;PronType;Case;NumType;Person;Degree;Reflex;Poss;Polite	unassigned;Mood;Tense;VerbForm;Voice;Definite;Gender;Number;AdpType;PronType;NumType;Case;Person;PartType;Degree;Reflex;Number[psor];Poss;Style;Polite	unassigned;Mood;Tense;VerbForm;Voice;Definite;Gender;Number;PronType;NumType;Case;Person;Degree;Reflex;Poss;Polite	Degree;PartType;Mood;Tense;VerbForm;Voice;Definite;Number;Gender;Case;AdpType;unassigned;PronType;Number[psor];Person;Poss;Style;Reflex;Polite;NumType	Degree;Mood;Tense;VerbForm;Voice;Definite;Number;Gender;Case;unassigned;PronType;Person;Poss;Reflex;Polite;NumType	19	15	2.19972470909385	2.03114951303583	4.31425403646761	86454	85412	68565	dani1285	0.3333333333333333	0.42857142857142855	0.5294117647058824	0.20588235294117652	0.33333333333333337	0.339622641509434	0	15	19	2.03114951303583	2.19972470909385	89	63	31	18	63.5
UD_Dutch-Alpino	26724	185044		0.144419705583537	0.123667884395063	10.5094276600402	0.732979973297364	0.732979973297364	0.675864676224605	0.675864676224605	1.91538082137341	1.91538082137341	0.422655985542168	0.422655985542168	0.675382486979719	0.675382486979719	1.30589915835215	1.30589915835215	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	Gender;Number;unassigned;Tense;VerbForm;Degree;Definite;Person;Poss;PronType;Case;Reflex	11	11	1.14965629796157	1.14965629796157	3.879589488744038	185178	183062	121621	dutc1256	0.3333333333333333	0.3103448275862069	0.5	0.25	0.3728813559322034	0.3584905660377359	0	11	11	1.14965629796157	1.14965629796157	43	18	18	29.5	69.5
UD_Dutch-LassySmall	30764	259199		0.118688729508987	0.100532795265414	10.615002891251	0.660892468669056	0.660892468669056	0.582396961860989	0.582396961860989	1.74585021653321	1.74585021653321	0.386386474182655	0.386386474182655	0.582233222464365	0.582233222464365	1.18947995390548	1.18947995390548	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Degree;Case;Poss;Reflex	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Degree;Case;Poss;Reflex	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Degree;Case;Poss;Reflex	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Degree;Case;Poss;Reflex	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Case;Poss;Reflex;Degree	Gender;Number;unassigned;Definite;Tense;VerbForm;Person;PronType;Case;Poss;Reflex;Degree	11	11	1.0681484110664	1.0681484110664	3.696858445009077	259620	252851	164820	dutc1256	0.3333333333333333	0.3103448275862069	0.5	0.25	0.3728813559322034	0.3584905660377359	0	11	11	1.0681484110664	1.0681484110664	27	15	17	29.5	69.5
UD_English-Atis	932	61879		0.0150616525800352	0.0145606748654632	7.01840731705226	0.35300027695753	0.35300027695753	0.355795487342253	0.355795487342253	1.18739507928384	1.18739507928384	0.221531154994926	0.221531154994926	0.351896294768591	0.351896294768591	0.662420277633284	0.662420277633284	Case;Number;Person;PronType;Tense;VerbForm;NumType;Degree;unassigned;Mood;Gender;Poss	Case;Number;Person;PronType;Tense;VerbForm;NumType;Degree;unassigned;Mood;Gender;Poss	Case;Number;Person;PronType;Tense;VerbForm;NumType;Degree;unassigned;Mood;Gender;Poss	Case;Number;Person;PronType;Tense;VerbForm;NumType;Degree;unassigned;Mood;Gender;Poss	Case;Number;Person;PronType;Gender;Tense;VerbForm;Mood;NumType;Degree;unassigned;Poss	Case;Number;Person;PronType;Gender;Tense;VerbForm;Mood;NumType;Degree;unassigned;Poss	11	11	1.02512968858579	1.02512968858579	3.285660594818599	61879	61049	44773	stan1293	0.380952380952381	0.2666666666666667	0.23529411764705876	0.38235294117647056	0.29508196721311475	0.2962962962962963	0	11	11	1.02512968858579	1.02512968858579	13	9	12	9	38
UD_English-EWT	19522	221278		0.0882238631947143	0.0851959977946294	10.3464485118659	1.21193907356775	1.2099437078001	0.821792487114285	0.802303238175489	2.84414163453427	2.79959918653236	0.634177243240547	0.632403572178653	0.796459509825565	0.777647902931121	1.60737439803139	1.58461467215903	PronType;Case;Number;Person;VerbForm;Style;Mood;Tense;Voice;Definite;Degree;unassigned;NumForm;NumType;ExtPos;Gender;Poss;Reflex	PronType;Case;Number;Person;VerbForm;Mood;Tense;Voice;Definite;Degree;unassigned;NumType;ExtPos;Gender;Poss;Reflex	PronType;Case;Number;Person;VerbForm;Definite;Degree;unassigned;NumForm;NumType;Mood;Tense;Voice;Style;Gender;Poss;ExtPos;Reflex	PronType;Case;Number;Person;VerbForm;Definite;Degree;unassigned;NumType;Mood;Tense;Voice;Gender;Poss;ExtPos;Reflex	PronType;Degree;NumForm;NumType;Style;Number;ExtPos;Case;Person;Gender;Poss;Reflex;VerbForm;Mood;Tense;Voice;Definite;unassigned	PronType;Degree;NumType;Number;ExtPos;Case;Person;Gender;Poss;Reflex;VerbForm;Mood;Tense;Voice;Definite;unassigned	17	15	1.55800847802312	1.53247498621643	4.30031957669993	227976	220680	167330	stan1293	0.380952380952381	0.2666666666666667	0.23529411764705876	0.38235294117647056	0.29508196721311475	0.2962962962962963	0	15	17	1.53247498621643	1.55800847802312	88	35	30	9	38
UD_English-GENTLE	3589	14667		0.244698984113997	0.237812776982341	9.85125501586467	0.722699040119005	0.718994361067675	0.729026140853428	0.703947236816203	2.53797501471087	2.46637426660638	0.361814307859505	0.35931486751949	0.714699861599496	0.690185316934777	1.45973697927171	1.42559094777829	Number;Degree;unassigned;Tense;VerbForm;Voice;Mood;Person;Polarity;PronType;Definite;Case;Gender;Poss;NumForm;NumType;Style;Reflex	Number;Degree;unassigned;Tense;VerbForm;Voice;Mood;Person;Polarity;PronType;Definite;Case;Gender;Poss;NumType;Reflex	Number;Degree;unassigned;Tense;VerbForm;Voice;Mood;Person;Polarity;PronType;Definite;Case;Gender;Poss;NumForm;NumType;Reflex;Style	Number;Degree;unassigned;Tense;VerbForm;Voice;Mood;Person;Polarity;PronType;Definite;Case;Gender;Poss;NumType;Reflex	Number;NumForm;NumType;Polarity;Degree;Style;Tense;VerbForm;Voice;Mood;Person;unassigned;PronType;Case;Gender;Poss;Reflex;Definite	Number;NumType;Polarity;Degree;unassigned;Tense;VerbForm;Voice;Mood;Person;PronType;Case;Gender;Poss;Reflex;Definite	17	15	1.47576191450194	1.44112633803777	4.252599423240821	15027	14553	11455	stan1293	0.380952380952381	0.2666666666666667	0.23529411764705876	0.38235294117647056	0.29508196721311475	0.2962962962962963	0	15	17	1.44112633803777	1.47576191450194	79	27	15	9	38
UD_English-GUM	17636	179007		0.0985212868770495	0.0930969179976202	10.3889350047013	1.17637101662291	1.17511181329188	0.873704893356712	0.850623810774492	2.8526486724427502	2.79764944478285	0.608516286190318	0.60758412214634006	0.847906403160802	0.825232764250985	1.63697022843232	1.61133839005555	Number;Tense;VerbForm;Definite;PronType;Mood;Person;Voice;unassigned;Degree;Case;Gender;Poss;NumForm;NumType;Polarity;Style;Reflex	Number;Tense;VerbForm;Definite;PronType;Mood;Person;Voice;unassigned;Degree;Case;Gender;Poss;NumType;Polarity;Reflex	Number;Tense;VerbForm;Definite;PronType;unassigned;Mood;Person;Degree;Case;Gender;Poss;NumForm;NumType;Voice;Polarity;Reflex;Style	Number;Tense;VerbForm;Definite;PronType;unassigned;Mood;Person;Degree;Case;Gender;Poss;NumType;Voice;Polarity;Reflex	Number;Polarity;NumForm;NumType;Tense;VerbForm;Mood;Person;Voice;Style;Definite;PronType;Degree;unassigned;Case;Gender;Poss;Reflex	Number;Polarity;NumType;Tense;VerbForm;Mood;Person;Voice;Definite;PronType;Degree;unassigned;Case;Gender;Poss;Reflex	17	15	1.60585898875463	1.57863658963057	4.346857687951004	186303	179961	140500	stan1293	0.380952380952381	0.2666666666666667	0.23529411764705876	0.38235294117647056	0.29508196721311475	0.2962962962962963	0	15	17	1.57863658963057	1.60585898875463	94	36	27	9	38
