dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_Swedish-LinES	14266	80867		0.176413122781852	0.130114879988129	10.3009327479182	1.26757590986024	1.26757590986024	1.25409629498666	1.25409629498666	3.26819691853233	3.26819691853233	0.762709064399835	0.762709064399835	1.17514388053225	1.17514388053225	2.13460528721251	2.13460528721251	PronType;Definite;Gender;Number;Case;Mood;Tense;VerbForm;Voice;unassigned;Degree;Poss;Polarity;NumType	PronType;Definite;Gender;Number;Case;Mood;Tense;VerbForm;Voice;unassigned;Degree;Poss;Polarity;NumType	unassigned;Definite;Gender;Number;PronType;Case;Mood;Tense;VerbForm;Voice;Degree;Poss;Polarity;NumType	unassigned;Definite;Gender;Number;PronType;Case;Mood;Tense;VerbForm;Voice;Degree;Poss;Polarity;NumType	PronType;Definite;Gender;Number;Case;Degree;Poss;VerbForm;Voice;Mood;Tense;unassigned;Polarity;NumType	PronType;Definite;Gender;Number;Case;Degree;Poss;VerbForm;Voice;Mood;Tense;unassigned;Polarity;NumType	13	13	2.56584267995598	2.56584267995598	4.062899347107443	80867	80694	57147	swed1254	0.3499999999999999	0.3703703703703704	0.6470588235294118	0.24242424242424243	0.35	0.3076923076923077	0	13	13	2.56584267995598	2.56584267995598	66	61	45	21	49
UD_Swedish-PUD	6177	17135		0.360490224686315	0.299620659468923	10.3669597996467	0.775598778250119	0.775598778250119	1.12316109748657	1.12316109748657	3.09289271380717	3.09289271380717	0.485837490591032	0.485837490591032	1.09779362406693	1.09779362406693	2.04024105282922	2.04024105282922	Case;Degree;Definite;Gender;Number;unassigned;Mood;Tense;VerbForm;Voice;PronType;Polarity;Poss;NumType	Case;Degree;Definite;Gender;Number;unassigned;Mood;Tense;VerbForm;Voice;PronType;Polarity;Poss;NumType	Case;Degree;Definite;Gender;Number;unassigned;Mood;Tense;VerbForm;Voice;PronType;Polarity;Poss;NumType	Case;Degree;Definite;Gender;Number;unassigned;Mood;Tense;VerbForm;Voice;PronType;Polarity;Poss;NumType	Case;Degree;Definite;Number;Gender;Tense;VerbForm;NumType;Mood;unassigned;Voice;PronType;Polarity;Poss	Case;Degree;Definite;Number;Gender;Tense;VerbForm;NumType;Mood;unassigned;Voice;PronType;Polarity;Poss	13	13	2.35337029471841	2.35337029471841	3.9302596114642383	17144	16843	12418	swed1254	0.3499999999999999	0.3703703703703704	0.6470588235294118	0.24242424242424243	0.35	0.3076923076923077	0	13	13	2.35337029471841	2.35337029471841	51	49	23	21	49
UD_Swedish-Talbanken	15080	86451		0.174434072480365	0.125828504008051	10.5874484937349	1.22067866541814	1.22067866541814	1.35747039501238	1.35747039501238	3.22005294257812	3.22005294257812	0.747729634669123	0.747729634669123	1.28637025204079	1.28637025204079	2.14887122600763	2.14887122600763	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	Case;Definite;Gender;Number;Mood;Tense;VerbForm;Voice;unassigned;PronType;NumType;Degree;Polarity;Poss	13	13	2.56986038333854	2.56986038333854	4.032567449248296	86490	85101	61879	swed1254	0.3499999999999999	0.3703703703703704	0.6470588235294118	0.24242424242424243	0.35	0.3076923076923077	0	13	13	2.56986038333854	2.56986038333854	63	57	41	21	49
UD_Thai-PUD	4026	22046		0.182618162024857		9.67647599857961			0.0361209894252835	0.0361209894252835	0.1747975465796	0.1747975465796			0.0361209894252835	0.0361209894252835	0.172293060113396	0.172293060113396	unassigned;Polarity;Aspect;Person;Voice;PronType;Mood	unassigned;Polarity;Aspect;Person;Voice;PronType;Mood	unassigned;Polarity;Aspect;Person;Voice;PronType;Mood	unassigned;Polarity;Aspect;Person;Voice;PronType;Mood	unassigned;PronType;Polarity;Aspect;Voice;Mood;Person	unassigned;PronType;Polarity;Aspect;Voice;Mood;Person	6	6	0.0525265354259276	0.0525265354259276		22046	0	0	thai1261							100	6	6	0.0525265354259276	0.0525265354259276		1			
UD_Turkish-Atis	1986	45680		0.043476357267951	0.0270796847635727	8.41420954514808	1.24567239875947	0.882571783313645	1.47645407767878	1.42577233529076	2.61282312696401	1.93021933191594	0.96262428255565	0.801593362192126	1.39895789793938	1.36269825079461	1.94260865600164	1.60951224883784	Case;Number;Degree;unassigned;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;NumType;PronType;Definite;Voice	Case;Number;Degree;unassigned;Person;Aspect;Mood;Polarity;Tense;VerbForm;NumType;PronType;Definite;Voice	Case;Number;Degree;unassigned;Person;Aspect;Mood;Polarity;Tense;VerbForm;NumType;PronType;Number[psor];Person[psor];Definite;Voice	Case;Number;Degree;unassigned;Person;Aspect;Mood;Polarity;Tense;VerbForm;NumType;PronType;Definite;Voice	Case;Number;Number[psor];Degree;PronType;NumType;Person;Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Voice;unassigned;Definite	Case;Number;Degree;PronType;NumType;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;unassigned;Definite	15	13	2.45985113835377	2.20634851138354	3.8034801674113776	45680	44998	36255	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	13	15	2.20634851138354	2.45985113835377	37	30	47	68	23
UD_Turkish-BOUN	35237	101053		0.348698207871117	0.166476997219281	13.0986190981809	4.09832234107907	3.21716741478317	2.30111000847244	2.13544923792774	6.00800400215442	4.65983890919127	2.01543580250131	1.80346105569215	2.10948224974745	1.99230624614618	3.73521366336768	3.17761941956283	Case;Number;Person;Number[psor];Person[psor];unassigned;Aspect;Polarity;VerbForm;Evident;Tense;Mood;Voice;NumType;PronType;Reflex;Polite	Case;Number;Person;unassigned;Aspect;Polarity;VerbForm;Evident;Tense;Mood;Voice;NumType;PronType;Reflex;Polite	Case;Number;Person;unassigned;Aspect;Polarity;VerbForm;Evident;Tense;Voice;Number[psor];Person[psor];Mood;PronType;NumType;Reflex;Polite	Case;Number;Person;unassigned;Aspect;Polarity;VerbForm;Evident;Tense;Voice;Mood;PronType;NumType;Reflex;Polite	Case;Number;Person;Number[psor];Person[psor];Polarity;PronType;Aspect;VerbForm;Evident;Tense;Mood;Voice;Polite;unassigned;NumType;Reflex	Case;Number;Person;Polarity;PronType;Aspect;VerbForm;Evident;Tense;Mood;Voice;Polite;unassigned;NumType;Reflex	16	14	3.08995279704709	2.72432288007283	4.091465958089548	107796	103016	76824	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.72432288007283	3.08995279704709	67	138	135	68	23
UD_Turkish-FrameNet	7835	15814		0.495447072214493	0.290122676109776	11.8744535136046	1.79334658489356	1.33345138674953	2.34726141354676	2.22512230353035	3.62977563270197	2.68020487249107	1.081343651097	0.948163385098771	2.1061330583168	1.99560208177112	2.78163934752669	2.27218819180441	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Case;unassigned;Number[psor];Person[psor];NumType;Reflex;Degree	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Case;unassigned;NumType;Reflex;Degree	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Case;unassigned;Number[psor];Person[psor];NumType;Voice;Reflex;Degree	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Case;unassigned;NumType;Voice;Reflex;Degree	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Number[psor];Person[psor];Case;unassigned;NumType;Reflex;Degree	Definite;PronType;Aspect;Mood;Number;Person;Polarity;Tense;VerbForm;Voice;Case;unassigned;NumType;Reflex;Degree	16	14	3.240419881118	2.95978247122803	4.1285457393434575	15814	15791	12150	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.95978247122803	3.240419881118	69	72	63	68	23
UD_Turkish-GB	5167	14057		0.367574873728392	0.172156221099808	11.0515241605541	3.53868564298107	3.009067120825	2.71061433566921	2.56458435718076	6.21717127020097	5.19132830243508	1.69811400941871	1.58154407681201	2.3023529501041202	2.19501656375638	3.88511944937245	3.46970708616637	Case;Number;PronType;Person;Definite;Number[psor];Person[psor];Aspect;Evident;Mood;Tense;VerbForm;Voice;Polarity;unassigned;NumType;Reflex	Case;Number;PronType;Person;Definite;Aspect;Evident;Mood;Tense;VerbForm;Voice;Polarity;unassigned;NumType;Reflex	Case;Number;PronType;Definite;Number[psor];Person[psor];Aspect;Evident;Mood;Person;Tense;VerbForm;unassigned;NumType;Polarity;Voice;Reflex	Case;Number;PronType;Definite;Aspect;Evident;Mood;Person;Tense;VerbForm;unassigned;NumType;Polarity;Voice;Reflex	Case;Number;PronType;Polarity;Person;Number[psor];Person[psor];Definite;Reflex;Aspect;Evident;Mood;Tense;VerbForm;Voice;unassigned;NumType	Case;Number;PronType;Polarity;Person;Definite;Reflex;Aspect;Evident;Mood;Tense;VerbForm;Voice;unassigned;NumType	16	14	2.8489720423988	2.62758767873657	4.681374532905412	14802	14392	11919	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.62758767873657	2.8489720423988	133	140	117	68	23
UD_Turkish-IMST	17632	45976		0.383504437097616	0.153645380198364	12.4731674445794	3.93486800526299	3.10573006622359	2.68935191696253	2.58812236436504	6.00173264294936	4.6267694772869	1.94654780048826	1.76573983845001	2.40011711823802	2.31047940905271	3.72162952567375	3.169438314325	Case;Number;Number[psor];Person;Person[psor];PronType;unassigned;Aspect;Mood;Polarity;Tense;Evident;Voice;VerbForm;Polite;Reflex;NumType	Case;Number;Person;PronType;unassigned;Aspect;Mood;Polarity;Tense;Evident;Voice;VerbForm;Polite;Reflex;NumType	unassigned;Case;Number;Person;PronType;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;Reflex;VerbForm;Polite;NumType;Evident;Voice	unassigned;Case;Number;Person;PronType;Aspect;Mood;Polarity;Tense;Reflex;VerbForm;Polite;NumType;Evident;Voice	Case;Number;Number[psor];Person;Person[psor];PronType;Reflex;unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Polite;Evident;Voice;NumType	Case;Number;Person;PronType;Reflex;unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Polite;Evident;Voice;NumType	16	14	3.44932138507047	3.09909518009396	4.296338820464795	49294	47463	35385	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	3.09909518009396	3.44932138507047	86	137	133	68	23
UD_Turkish-Kenet	44957	149316		0.301086286801147	0.137560609713627	13.283173932306	2.37739093773213	1.656931166342	2.25459590319785	2.07031708547679	3.67787830595006	2.58564477991863	1.53062453044103	1.27215007752539	2.05455562176143	1.89198839473492	2.81487215573586	2.21956677518654	unassigned;Case;Number;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Voice;NumType;Definite;PronType;Degree;Reflex	unassigned;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;NumType;Definite;PronType;Degree;Reflex	unassigned;Case;Number;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Definite;PronType;NumType;Voice;Degree;Reflex	unassigned;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Definite;PronType;NumType;Voice;Degree;Reflex	NumType;Case;Number;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Voice;PronType;Degree;Definite;unassigned;Reflex	NumType;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;PronType;Degree;Definite;unassigned;Reflex	16	14	2.84690187253878	2.52848321680195	4.174964149340898	149316	149234	107748	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.52848321680195	2.84690187253878	71	73	90	68	23
UD_Turkish-Penn	34871	155805		0.223811816052116	0.11649176855685	12.5437606694508	1.86090461874302	1.22977551702808	1.77361404175347	1.71475775133737	3.00290989449052	2.08563356905379	1.22379929397486	0.995642889543016	1.6255176571706	1.57987263832765	2.27683236041062	1.82408988943184	unassigned;Case;Number;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;NumType;Degree;Reflex	unassigned;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;NumType;Degree;Reflex	unassigned;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;Number[psor];Person[psor];NumType;Degree;Reflex	unassigned;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;NumType;Degree;Reflex	NumType;Case;Number;Person;Number[psor];Person[psor];Aspect;Mood;Polarity;Tense;VerbForm;Voice;unassigned;Degree;PronType;Definite;Reflex	NumType;Case;Number;Person;Aspect;Mood;Polarity;Tense;VerbForm;Voice;unassigned;Degree;PronType;Definite;Reflex	16	14	2.65084560829242	2.36414749205738	3.883205666639731	155805	149632	111594	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.36414749205738	2.65084560829242	44	42	70	68	23
UD_Turkish-PUD	7367	14286		0.515679686406272	0.375052498950021	11.6948051360254	1.83585273844653	1.38094227598518	1.57770593115482	1.52593984644199	4.70635647430389	3.56362562052618	0.897387478663545	0.814412766476446	1.41343028725118	1.38585087909029	3.19712086042556	2.72695858361635	Case;Number;Number[psor];Person[psor];Polarity;Definite;Mood;Person;Tense;Aspect;Evident;VerbForm;Voice;unassigned;NumType;Reflex;Polite;PronType	Case;Number;Polarity;Definite;Mood;Person;Tense;Aspect;Evident;VerbForm;Voice;unassigned;NumType;Reflex;Polite;PronType	Case;Number;Number[psor];Person[psor];Definite;Polarity;Mood;Person;Tense;unassigned;Aspect;Evident;Voice;VerbForm;NumType;Reflex;PronType;Polite	Case;Number;Definite;Polarity;Mood;Person;Tense;unassigned;Aspect;Evident;Voice;VerbForm;NumType;Reflex;PronType;Polite	Case;Number;Number[psor];Person[psor];Person;Polarity;Aspect;Definite;PronType;Mood;Tense;Evident;VerbForm;Voice;unassigned;Polite;Reflex;NumType	Case;Number;Person;Polarity;Aspect;Definite;PronType;Mood;Tense;Evident;VerbForm;Voice;unassigned;Polite;Reflex;NumType	17	15	2.26921461570769	1.91362172756545	4.009133475733104	14977	14052	11989	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	2	15	17	1.91362172756545	2.26921461570769	60	100	48	68	23
UD_Turkish-Tourism	4952	71271		0.0694812756941814	0.0401285235228915	9.20916928184062	1.4426714236595	1.00341155893481	1.66151705661602	1.54013600146201	3.10161147121046	2.3432411304907	0.924876079248585	0.754880616878818	1.41945999411972	1.33020171918383	2.15397500957497	1.75384665562228	Case;Number;Person;Number[psor];Person[psor];unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;NumType;Degree;Reflex	Case;Number;Person;unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;PronType;NumType;Degree;Reflex	Case;Number;Person;Number[psor];Person[psor];unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Definite;PronType;NumType;Voice;Degree;Reflex	Case;Number;Person;unassigned;Aspect;Mood;Polarity;Tense;VerbForm;Definite;PronType;NumType;Voice;Degree;Reflex	Case;Number;Person;Number[psor];Person[psor];Degree;PronType;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;NumType;Reflex;unassigned	Case;Number;Person;Degree;PronType;Aspect;Mood;Polarity;Tense;VerbForm;Voice;Definite;NumType;Reflex;unassigned	16	14	3.08504160177351	2.8918634507724	3.944097594840255	71271	70590	50213	nucl1301	0.0952380952380952	0.03333333333333333	0.1764705882352941	0.4411764705882352	0.4344262295081968	0.2777777777777778	0	14	16	2.8918634507724	3.08504160177351	55	51	43	68	23
UD_Ukrainian-IU	31177	98842		0.315422593634285	0.183140770117966	12.4627346530123	2.01935311351583	2.0077278648754	2.97696823818922	3.01495504423376	5.78190983611017	5.53685636300513	1.38622900322498	1.38289798541574	2.87595480182164	2.90975063082265	4.19950909280028	4.06116450536867	Case;Animacy;Gender;Number;NameType;unassigned;Aspect;Mood;Tense;VerbForm;Person;PronType;Poss;Uninflect;Degree;Reflex;Hyph;NumType;Voice;Polarity;PartType;Animacy[gram];Orth;Variant	Case;Animacy;Gender;Number;unassigned;Aspect;Mood;Tense;VerbForm;Person;PronType;Poss;Degree;Reflex;NumType;Voice;Polarity	Case;Animacy;Gender;Number;NameType;unassigned;Aspect;Mood;Tense;VerbForm;PronType;Person;Poss;Uninflect;Degree;Reflex;NumType;Voice;Polarity;PartType;Hyph;Animacy[gram];Variant;Orth	Case;Animacy;Gender;Number;unassigned;Aspect;Mood;Tense;VerbForm;PronType;Person;Poss;Degree;Reflex;NumType;Voice;Polarity	Case;Animacy;Gender;Number;Uninflect;Animacy[gram];Orth;Variant;NumType;Tense;NameType;Polarity;Degree;Aspect;VerbForm;Voice;Hyph;Mood;Person;PronType;Poss;Reflex;unassigned;PartType	Case;Animacy;Gender;Number;NumType;Tense;Polarity;Degree;Aspect;VerbForm;Voice;Mood;Person;PronType;Poss;Reflex;unassigned	23	16	3.16373606361668	3.10281054612412	4.574544475453076	99175	97704	85098	ukra1253	0.3684210526315789	0.3571428571428571	0.5294117647058824	0.2962962962962963	0.49038461538461536	0.2941176470588235	0	16	23	3.10281054612412	3.16373606361668	121	129	98	97	28.5
UD_Urdu-UDTB	10791	131152		0.082278577528364	0.0893772111748201	10.0215867741013	1.97802993351721	1.95323038131495	1.31795490299583	1.32033177870202	4.05947465324867	3.98878997724303	1.37545776288105	1.35595402053344	1.28229110418932	1.28534745130725	2.58583217377741	2.53350500501097	Case;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Polite;Aspect;unassigned;PronType;AdpType;NumType;Echo;Poss;Polarity;AdvType	Case;Gender;Number;Person;Mood;Tense;VerbForm;Voice;Polite;Aspect;unassigned;PronType;NumType;Poss;Polarity	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;PronType;AdpType;Gender;Aspect;NumType;Polite;Polarity;Echo;AdvType;Poss	unassigned;Mood;Number;Person;Tense;VerbForm;Voice;Case;PronType;Gender;Aspect;NumType;Polite;Polarity;Poss	Aspect;Gender;Number;VerbForm;Case;Person;Mood;Tense;Voice;Polite;Polarity;PronType;Poss;Echo;AdpType;NumType;AdvType;unassigned	Aspect;Gender;Number;VerbForm;Case;Person;Mood;Tense;Voice;Polite;Polarity;PronType;Poss;NumType;unassigned	17	14	2.96459070391607	2.75632853482982	3.584633215513574	131152	130280	115044	urdu1245							0	14	17	2.75632853482982	2.96459070391607	19	77	94		
UD_Uyghur-UDT	12031	32401		0.371315700132712	0.290886083762847	12.1116222869732	1.84764247325122	1.51642896766145	0.945029576290228	0.87060279498679	4.64219444200887	3.83212263968626	0.938761675174832	0.844597741246986	0.886096832112842	0.853052599025968	2.66629122177055	2.35856434785109	Case;Number[psor];Person[psor];Aspect;VerbForm;Voice;Mood;Number;Person;Tense;Polarity;Polite;NumType;unassigned;PronType;Reflex;Gender	Case;Aspect;VerbForm;Voice;Mood;Number;Person;Tense;Polarity;Polite;NumType;unassigned;PronType;Reflex;Gender	Case;Number[psor];Person[psor];Aspect;VerbForm;Voice;Mood;Number;Person;Tense;unassigned;Polarity;PronType;Polite;NumType;Reflex;Gender	Case;Aspect;VerbForm;Voice;Mood;Number;Person;Tense;unassigned;Polarity;PronType;Polite;NumType;Reflex;Gender	Case;Number[psor];Person[psor];Number;Aspect;VerbForm;Voice;Mood;Person;Tense;Polite;Polarity;NumType;PronType;Reflex;unassigned;Gender	Case;Number;Aspect;VerbForm;Voice;Mood;Person;Tense;Polite;Polarity;NumType;PronType;Reflex;unassigned;Gender	16	14	1.25480695040277	1.08820715410018	4.265338333919293	32401	21988	18125	uigh1240							32	14	16	1.08820715410018	1.25480695040277	82	98	52		
UD_Welsh-CCG	7281	45228		0.160984345980366	0.118090563367825	9.80590162156078	0.920784960311996	0.613288344532033	0.970566256315725	0.895435226789607	3.00327377041323	2.41630871122043	0.722638964018374	0.466976713533991	0.911374844543584	0.838994960466511	2.10347766293942	1.55689458947287	Mood;Number;Person;Tense;VerbForm;Mutation;Gender;unassigned;Degree;PronType;Poss;NumForm;NumType	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;Degree;PronType;Poss;NumType	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;Mutation;Degree;PronType;Poss;NumForm;NumType	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;Degree;PronType;Poss;NumType	Mood;Number;Person;Tense;VerbForm;Mutation;Gender;Degree;NumType;PronType;Poss;unassigned;NumForm	Mood;Number;Person;Tense;VerbForm;Gender;unassigned;Degree;NumType;PronType;Poss	12	10	1.68247545768108	1.52303882550632	3.8167855053556927	46836	45691	28334	wels1247	0.6190476190476191	0.34615384615384615	0.5882352941176471	0.4705882352941176	0.31578947368421045	0.375	0	10	12	1.52303882550632	1.68247545768108	38	43	21	14	76
UD_Western_Armenian-ArmTDP	25179	99880		0.252092511013216	0.123358029635563	11.9902157056705	2.49942241658083	2.3563933104384	2.89550761115374	2.61151006945862	6.05141087485876	5.38637459386792	1.3138585163789	1.30191611990867	2.45498756949691	2.36940685943925	3.55754831429545	3.30485248913414	Animacy;Case;Number;Number[psor];Person[psor];Definite;LangId;Style;Degree;Aspect;Mood;Person;Polarity;Subcat;Tense;VerbForm;Voice;AdpType;NumForm;NumType;Polite;PronType;unassigned;Connegative;Deixis;NameType;Hyph;Deixis[psor];Poss;ConjType;Reflex;Echo	Animacy;Case;Number;Definite;Degree;Aspect;Mood;Person;Polarity;Tense;VerbForm;Voice;unassigned;NumType;Polite;PronType;Deixis;Poss;Reflex	Animacy;Case;Number;Number[psor];Person[psor];Degree;Aspect;Mood;Person;Polarity;Subcat;Tense;VerbForm;Voice;AdpType;NumForm;NumType;Definite;PronType;unassigned;Deixis;NameType;Hyph;Style;Poss;ConjType;Reflex;LangId;Connegative;Echo;Polite;Deixis[psor]	Animacy;Case;Number;Degree;Aspect;Mood;Person;Polarity;Tense;VerbForm;Voice;unassigned;NumType;Definite;PronType;Deixis;Poss;Reflex;Polite	Animacy;Case;Number;Number[psor];Person[psor];Definite;Hyph;Style;NameType;Poss;LangId;Deixis[psor];Echo;Degree;NumForm;NumType;Aspect;Mood;Person;Polarity;Tense;VerbForm;Polite;Voice;Connegative;Subcat;Reflex;AdpType;PronType;Deixis;ConjType;unassigned	Animacy;Case;Number;Definite;Poss;Degree;NumType;Aspect;Mood;Person;Polarity;Tense;VerbForm;Polite;Voice;Reflex;PronType;Deixis;unassigned	31	18	3.43608329995995	3.12845414497397	5.101188408354936	101198	99269	82315	homs1234							0	18	31	3.12845414497397	3.43608329995995	148	139	92		
UD_Wolof-WTB	5447	37514		0.145199125659754	0.132110678679959	9.6486520529114	1.6019827621872	1.58836689800556	1.0203000229709	1.01972810503703	4.07960653076137	4.01884157252338	1.06419164788516	1.06396384014219	0.82992232841797	0.829700864515473	2.1562955250876	2.15455011548605	Case;Number;Poss;unassigned;NumType;NounClass;Person;PronType;Mood;VerbForm;Tense;Definite;Deixis;FocusType;Aspect;Polarity;DeixisRef;Reflex;Gender	Case;Number;Poss;unassigned;NumType;NounClass;Person;PronType;Mood;VerbForm;Tense;Definite;Deixis;Aspect;Polarity;DeixisRef;Reflex;Gender	Case;Number;unassigned;NumType;NounClass;Person;PronType;Mood;VerbForm;Definite;Deixis;FocusType;Aspect;Tense;Polarity;DeixisRef;Poss;Reflex;Gender	Case;Number;unassigned;NumType;NounClass;Person;PronType;Mood;VerbForm;Definite;Deixis;Aspect;Tense;Polarity;DeixisRef;Poss;Reflex;Gender	Case;Number;Poss;Gender;NumType;unassigned;Definite;PronType;NounClass;Person;Deixis;Reflex;DeixisRef;Mood;VerbForm;Polarity;Aspect;Tense;FocusType	Case;Number;Poss;Gender;NumType;unassigned;Definite;PronType;NounClass;Person;Deixis;Reflex;DeixisRef;Mood;VerbForm;Polarity;Aspect;Tense	18	17	1.98736471717226	1.95969504718239	4.631138691259703	40214	38690	23613	nucl1347	0.7058823529411765	0.2692307692307693	0.5	0.4444444444444444	0.49056603773584906		0	17	18	1.95969504718239	1.98736471717226	128	78	76	98	
